Cat.No,Compound name,Target Class,Primary Target*,Primary Action,Brief Description,Batch,Product Data Sheet,Plate Number,Plate Location
5029,CHC,Transporters,Monocarboxylate Transporters,Inhibitor,MCT inhibitor; decreases glycoloysis,2,Datasheet_5029,11,F06
5270,Toyocamycin,Other Pharmacology,Antibiotics,Other,Adenosine analog; antifungal antibiotic,1,Datasheet_5270,12,D05
5281,AC 5216,Other Pharmacology,Translocator Protein,Ligand,Selective TSPO ligand,1,Datasheet_5281,12,D10
5358,Cariporide,Transporters,Na+/H+ Exchanger,Inhibitor,Selective NHE1 inhibitor; cardioprotective and antitumor,1,Datasheet_5358,12,G10
5456,Zosuquidar trihydrochloride,Transporters,Multidrug Transporters,Inhibitor,High affinity P-gp inhibitor,1,Datasheet_5456,13,B04
5692,ITH 12575,Transporters,Na+/Ca2+ Exchanger,Inhibitor,Mitochondrial Na+/Ca2+ exchange (mNCX) inhibitor,1,Datasheet_5692,13,F08
5757,Tariquidar dihydrochloride,Transporters,Multidrug Transporters,Inhibitor,Potent P-glycoprotein (P-gp) inhibitor,1,Datasheet_5757,13,H05
6143,WZB 117,Transporters,Glucose Transporters,Inhibitor,GLUT inhibitor,1,Datasheet_6143,14,G09
6164,SEA 0400,Transporters,Na+/Ca2+ Exchanger,Inhibitor,Potent Na+/Ca2+ exchanger (NCX) inhibitor,1,Datasheet_6164,14,H03
6518,BI 01383298,Transporters,Other Ion Pumps/Transporters,Inhibitor, Potent and selective SLC13A5 (Na+/citrate cotransporter) inhibitor,1,Datasheet_6518,15,H10
6578,GT 949,Transporters,Glutamate Transporters,Modulator,Potent and selective positive allosteric modulator of EAAT2,1,Datasheet_6578,16,B07
0369,W-7 hydrochloride,Cell biology,Calcium Binding Protein,Antagonist,Calmodulin antagonist. Inhibits myosin light chain kinase,8,Datasheet_0369,1,A08
0880,ODQ,Cell biology,Other Nitric Oxide,Inhibitor,Selective inhibitor of NO-sensitive guanylyl cyclase,6,Datasheet_0880,1,D09
1097,Taxol,Cell biology,Microtubules,Other,Promotes assembly and inhibits disassembly of microtubules,8,Datasheet_1097,1,H04
1140,"8-Bromo-cAMP, sodium salt",Cell biology,cAMP,Other,Cell-permeable cAMP analog,8,Datasheet_1140,1,H11
1141,"Dibutyryl-cAMP, sodium salt",Cell biology,cAMP,Other,Cell-permeable cAMP analog,14,Datasheet_1141,2,A02
1743,Bay 11-7085,Cell biology,NF-kB/IkB,Inhibitor,Irreversible inhibitor of TNF-α-induced IκBα phosphorylation,2,Datasheet_1743,2,H10
1974,SANT-1,Cell biology,Hedgehog Signaling,Inhibitor,Inhibitor of hedgehog (Hh) signaling; antagonizes smoothened activity,1,Datasheet_1974,3,C02
2160,Bax channel blocker,Cell biology,Bcl-2 Family,Inhibitor,Allosteric inhibitor of Bax channel activation,1,Datasheet_2160,3,E03
2185,NSC 146109 hydrochloride,Cell biology,p53,Activator,"Cell-permeable, genotype-selective antitumor agent; activates p53-dependent transcription",1,Datasheet_2185,3,E09
2408,Ro 90-7501,Cell biology,Amyloid Beta Peptides,Inhibitor,Inhibitor of Aβ42 fibril formation,4,Datasheet_2408,4,A11
2634,DAPT,Cell biology,Neural Stem Cells,Other,γ-secretase inhibitor; induces neuronal differentiation,8,Datasheet_2634,4,F07
2706,Temozolomide,Cell biology,Apoptosis Inducers,Other,DNA-methylating antitumor agent,2,Datasheet_2706,4,G11
2748,KF 38789,Cell biology,Cell Adhesion Molecules,Other,Selective inhibitor of P-selectin-mediated cell adhesion,2,Datasheet_2748,4,H09
2839,Levetiracetam,Cell biology,"Translocation, Exocytosis & Endocytosis",Other,Antiepileptic; binds SV2A,1,Datasheet_2839,5,B07
3023,CP 31398 dihydrochloride,Cell biology,p53,Other,p53-stabilizing agent,1,Datasheet_3023,5,E10
3191,GANT 61,Cell biology,Hedgehog Signaling,Inhibitor,GLI antagonist; inhibits Hedgehog (Hh) signaling,2,Datasheet_3191,5,H11
3259,Gemcitabine hydrochloride,Cell biology,"DNA, RNA and Protein Synthesis",Inhibitor,DNA synthesis inhibitor,3,Datasheet_3259,6,B08
3270,GIT 27,Cell biology,Cytokines,Other,Immunomodulator; reduces production of pro-inflammatory cytokines,1,Datasheet_3270,6,C02
3333,NDT 9513727,Cell biology,Complement,Modulator,"Potent, selective human C5a receptor negative allosteric modulator (NAM)",2,Datasheet_3333,6,D11
3354,PF 429242 dihydrochloride,Cell biology,SREBP,Inhibitor,Competitive inhibitor of SREBP site 1 protease,3,Datasheet_3354,6,E06
3367,AT 101,Cell biology,Bcl-2 Family,Other,Downregulates Bcl-2 and Mcl-1; pro-apoptotic,4,Datasheet_3367,6,E10
3495,Fludarabine,Cell biology,"DNA, RNA and Protein Synthesis",Inhibitor,Purine analog; inhibits DNA synthesis,1,Datasheet_3495,6,G05
3534,PNU 74654,Cell biology,Beta-catenin,Other,β-catenin binder; inhibits Wnt signaling,1,Datasheet_3534,6,H04
3710,PRIMA-1MET,Cell biology,p53,Other,Restores mutant p53 activity,6,Datasheet_3710,7,D08
3771,Azithromycin,Cell biology,"DNA, RNA and Protein Synthesis",Other,Antibiotic; inhibits 50S ribosomal subunit formation and elongation at transpeptidation,1,Datasheet_3771,7,F07
3803,VER 155008,Cell biology,Hsp70,Inhibitor,Hsp70 inhibitor,2,Datasheet_3803,7,G04
3843,Cyclic Pifithrin-alpha hydrobromide,Cell biology,p53,Inhibitor,p53 inhibitor,2,Datasheet_3843,7,H04
3863,Trovafloxacin mesylate,Cell biology,"DNA, RNA and Protein Synthesis",Inhibitor,Antibiotic; inhibits bacterial DNA synthesis,1,Datasheet_3863,7,H06
3877,TCS 2210,Cell biology,Neural Stem Cells,Other,Inducer of neuronal differentiation in MSCs,1,Datasheet_3877,8,A02
4056,Docetaxel,Cell biology,Microtubules,Other,Microtubule stabilizer,2,Datasheet_4056,8,E02
4067,YK 4-279,Cell biology,"DNA, RNA and Protein Synthesis",Inhibitor,Inhibitor of RNA helicase A (RHA),1,Datasheet_4067,8,E04
4089,Puromycin dihydrochloride,Cell biology,"DNA, RNA and Protein Synthesis",Inhibitor,Protein synthesis inhibitor,10,Datasheet_4089,8,E09
4288,ISO 1,Cell biology,Cytokines,Inhibitor,Macrophage migration inhibitory factor (MIF) inhibitor,2,Datasheet_4288,9,B08
4297,SMER 28,Cell biology,Autophagy,Activator,Positive regulator of autophagy,1,Datasheet_4297,9,B11
4299,iCRT 14,Cell biology,Beta-catenin,Other,Inhibits β-catenin-responsive transcription (CRT),1,Datasheet_4299,9,C02
4326,PhiKan 083,Cell biology,p53,Other,p53 stabilizing agent,1,Datasheet_4326,9,C11
4344,FH 535,Cell biology,Beta-catenin,Other,Inhibitor of Wnt/β-catenin signaling,1,Datasheet_4344,9,D05
4354,ML 130,Cell biology,NF-kB/IkB,Inhibitor,Inhibits NOD1-induced NF-κB activation,1,Datasheet_4354,9,D10
4400,(+/-)-CPSI 1306,Cell biology,Cytokines,Other,Reported macrophage migration inhibitory factor (MIF) inhibitor,1,Datasheet_4400,9,E09
4434,Wiskostatin,Cell biology,Actin,Inhibitor,N-WASP inhibitor; inhibits Arp2/3 activation,1,Datasheet_4434,9,F08
4439,ISX 9,Cell biology,Neural Stem Cells,Other,Neurogenic agent; induces neuronal differentiation of SVZ progenitors and also induces cardiomyogenic differentiation,2,Datasheet_4439,9,F10
4444,Fatostatin A,Cell biology,SREBP,Inhibitor,Cell permeable inhibitor of SREBP activation,2,Datasheet_4444,9,G02
4445,PFI 1,Cell biology,Bromodomains,Inhibitor,BET bromodomain inhibitor,1,Datasheet_4445,9,G03
4499,(+)-JQ1,Cell biology,Bromodomains,Inhibitor,Potent and selective BET bromodomain inhibitor; cell permeable,11,Datasheet_4499,10,A04
4513,Kartogenin,Cell biology,Mesenchymal Stem Cells,Other,Potently induces chondrogenesis in MSCs,1,Datasheet_4513,10,A07
4565,ML 228,Cell biology,Hypoxia Inducible Factors,Activator,HIF pathway activator,1,Datasheet_4565,10,C02
4608,BIIB 021,Cell biology,Hsp90,Inhibitor,Selective Hsp90 inhibitor,1,Datasheet_4608,10,C11
4641,BI 6015,Cell biology,Other Transcription Factors,Antagonist,Hepatocyte nuclear factor 4α (HNF4α) antagonist,1,Datasheet_4641,10,E02
4650,I-BET 151 dihydrochloride,Cell biology,Bromodomains,Inhibitor,BET bromodomain inhibitor; also promotes differentiation of hiPSCs into megakaryocytes,5,Datasheet_4650,10,E05
4655,NSC 74859,Cell biology,STAT,Inhibitor,Selective STAT3 inhibitor,1,Datasheet_4655,10,E07
4694,Ro 5-3335,Cell biology,Other Transcription Factors,Inhibitor,Core binding factor inhibitor; attenuates hematopoiesis,2,Datasheet_4694,10,F05
4731,KY 02111,Cell biology,Cardiomyocyte Stem Cells,Other,Inhibits canonical Wnt signaling. Promotes differentiation of human ESCs and iPSCs into cardiomyocytes,1,Datasheet_4731,10,F11
4737,CDDO Im,Cell biology,Nrf2,Activator,Nrf2 signaling activator,2,Datasheet_4737,10,G04
4758,Bromosporine,Cell biology,Bromodomains,Inhibitor,Broad spectrum bromodomain inhibitor,1,Datasheet_4758,10,G08
4767,WAY 316606 hydrochloride,Cell biology,Beta-catenin,Other,Secreted Frizzled-related protein-1 (sFRP-1) inhibitor; increases Wnt signaling,1,Datasheet_4767,10,G09
4888,KHS 101 hydrochloride,Cell biology,Neural Stem Cells,Other,Selective inducer of neuronal differentiation in hippocampal neural progenitors,1,Datasheet_4888,11,C08
4891,I-CBP 112,Cell biology,Bromodomains,Inhibitor,Selective CBP/p300 BRD inhibitor,1,Datasheet_4891,11,C09
4963,SC 144 hydrochloride,Cell biology,Cytokines,Other,gp130 inhibitor; blocks cytokine-triggered gp130 signaling,3,Datasheet_4963,11,E03
4978,Pyrintegrin,Cell biology,Stem Cell Proliferation,Other,Enhances survival of human ESCs following enzymatic dissociation,2,Datasheet_4978,11,E08
5065,NSC 319726,Cell biology,p53,Activator,Reactivator of mutant p53,1,Datasheet_5065,11,G04
5072,PFI 3,Cell biology,Bromodomains,Inhibitor,Potent and selective SMARCA2/4 and polybromo 1 inhibitor,3,Datasheet_5072,11,G09
5081,J 147,Cell biology,Amyloid Beta Peptides,Other,Neuroprotective and neurotrophic compound; reduces Aβ40 and Aβ42 levels,1,Datasheet_5081,11,H02
5180,Ferrostatin 1,Cell biology,Ferroptosis,Inhibitor,Selective inhibitor of erastin induced ferroptosis,1,Datasheet_5180,12,B05
5185,JTE 607 dihydrochloride,Cell biology,Cytokines,Other,Cytokine release inhibitor; anti-inflammatory,1,Datasheet_5185,12,B07
5258,BMS 309403,Cell biology,Other Lipid Metabolism,Inhibitor,Potent and selective FABP4 inhibitor,1,Datasheet_5258,12,C09
5266,BAZ2-ICR,Cell biology,Bromodomains,Inhibitor,Selective BAZ2 inhibitor,1,Datasheet_5266,12,D03
5277,CCG 203971,Cell biology,Other Transcription Factors,Other,Inhibits the MRTF/SRF gene transcription pathway; antifibrotic agent,1,Datasheet_5277,12,D09
5282,SAG 21k,Cell biology,Hedgehog Signaling,Activator,Hedgehog signaling activator; brain penetrant and orally bioavailable,2,Datasheet_5282,12,D11
5293,NK 252,Cell biology,Nrf2,Activator,Nrf2 activator,1,Datasheet_5293,12,E04
5309,SP 100030,Cell biology,NF-kB/IkB,Inhibitor,NF-κB and AP-1 dual inhibitor,1,Datasheet_5309,12,E10
5331,CPI 203,Cell biology,Bromodomains,Inhibitor,BET bromodomain inhibitor; arrests cell cycle at G1 phase,1,Datasheet_5331,12,F11
5389,Ro 48-8071 fumarate,Cell biology,Other Lipid Metabolism,Inhibitor,"2,3-Oxidosqualene cyclase (OSC) inhibitor; blocks cholesterol synthesis",1,Datasheet_5389,12,H07
5455,W 54011,Cell biology,Complement,Antagonist,High affinity C5a receptor antagonist,1,Datasheet_5455,13,B03
5496,LP 99,Cell biology,Bromodomains,Inhibitor,Selective BRD7 and BRD9 inhibitor,1,Datasheet_5496,13,B06
5497,ent-LP 99,Cell biology,Bromodomains,Control,Negative Control for LP 99,1,Datasheet_5497,13,B07
5522,Napabucasin,Cell biology,STAT,Inhibitor,STAT3 inhibitor; also blocks cancer stem cell self-renewal,1,Datasheet_5522,13,B10
5590,BI 9564,Cell biology,Bromodomains,Inhibitor,Potent and selective BRD9 and BRD7 inhibitor; orally active,1,Datasheet_5590,13,C10
5601,DMXAA,Cell biology,STING-Dependent Signaling,Agonist,mSTING agonist; induces antitumor immunological responses,1,Datasheet_5601,13,D02
5603,(-)-JQ1,Cell biology,Bromodomains,Control,Inactive control for (+)-JQ1,1,Datasheet_5603,13,D03
5625,ML 334,Cell biology,Nrf2,Activator,Inhibitor of Keap1- Nrf2 interaction,1,Datasheet_5625,13,D10
5653,JW 74,Cell biology,Other Wnt Signaling,Inhibitor,Wnt pathway inhibitor,1,Datasheet_5653,13,E06
5655,GN 44028,Cell biology,Hypoxia Inducible Factors,Inhibitor,Potent HIF-1α inhibitor,1,Datasheet_5655,13,E08
5661,666-15,Cell biology,Other Transcription Factors,Inhibitor,Potent and selective CREB inhibitor,2,Datasheet_5661,13,E09
5707,RA 839,Cell biology,Nrf2,Activator,Nrf2 activator; inhibits Nrf2/Keap1 interaction,1,Datasheet_5707,13,G03
5737,BAM 15,Cell biology,Oxidative Phosphorylation,Other,Mitochondrial protonophore uncoupler,2,Datasheet_5737,13,G09
5744,NVS-CECR2-1,Cell biology,Bromodomains,Inhibitor,"Potent and selective inhibitor of cat eye syndrome chromosome region, candidate 2 (CECR2)",1,Datasheet_5744,13,G11
5813,NSC 668036,Cell biology,Other Wnt Signaling,Inhibitor,Wnt signaling inhibitor; binds the PDZ domain of the Dishevelled (Dvl) protein,1,Datasheet_5813,14,A04
5944,G10,Cell biology,STING-Dependent Signaling,Other,Activator of STING-dependent signaling,1,Datasheet_5944,14,C10
5970,BAY 299,Cell biology,Bromodomains,Inhibitor,Potent and selective BRD1 and TAF1 inhibitor,1,Datasheet_5970,14,D04
5999,TP 472N,Cell biology,Bromodomains,Control,Negative control for TP 472,1,Datasheet_5999,14,D10
6000,TP 472,Cell biology,Bromodomains,Inhibitor,Potent BRD9/7 inhibitor,1,Datasheet_6000,14,D11
6068,Lin28 1632,Cell biology,"DNA, RNA and Protein Synthesis",Inhibitor,RNA binding protein Lin28 inhibitor; promotes mESC differentiation; also bromodomain inhibitor,2,Datasheet_6068,14,F02
6113,Liproxstatin-1 hydrochloride,Cell biology,Ferroptosis,Inhibitor,Potent ferroptosis inhibitor,1,Datasheet_6113,14,F11
6181,OTX 015,Cell biology,Bromodomains,Inhibitor,BET bromodomain inhibitor; orally bioavailable,1,Datasheet_6181,14,H10
6198,GSK 6853,Cell biology,Bromodomains,Inhibitor,Potent and selective BRPF1 inhibitor,1,Datasheet_6198,15,A05
6203,GSK 9311 hydrochloride,Cell biology,Bromodomains,Control,Negative control for GSK 6853,1,Datasheet_6203,15,A08
6237,FPS ZM1,Cell biology,RAGE,Antagonist,High affinity antagonist of RAGE,1,Datasheet_6237,15,B06
6243,ML 385,Cell biology,Nrf2,Inhibitor,Nrf2 inhibitor; phenotypically lethal,1,Datasheet_6243,15,B08
6251,L Moses dihydrochloride,Cell biology,Bromodomains,Inhibitor,High affinity and selective PCAF bromodomain inhibitor,1,Datasheet_6251,15,C02
6280,FIN 56,Cell biology,Ferroptosis,Activator,Ferroptosis activator,1,Datasheet_6280,15,C07
6359,Nelarabine,Cell biology,"DNA, RNA and Protein Synthesis",Inhibitor,Purine nuceloside analog; inhibits DNA synthesis,1,Datasheet_6359,15,E10
6470,A 410099.1,Cell biology,Inhibitor of Apoptosis (IAP),Inhibitor,High affinity XIAP antagonist; active in vivo,1,Datasheet_6470,15,G09
6491,YM 155,Cell biology,Inhibitor of Apoptosis (IAP),Inhibitor,Survivin suppressor,1,Datasheet_6491,15,H03
6539,Obatoclax mesylate,Cell biology,Bcl-2 Family,Inhibitor,Inhibitor of Bcl-2 family members; antiapoptotic,1,Datasheet_6539,16,A06
6583,UCLA GP130 2,Cell biology,Cytokines,Agonist,gp130 agonist; brain penetrant and neuroprotectant,1,Datasheet_6583,16,B09
6653,FM19G11,Cell biology,Hypoxia Inducible Factors,Inhibitor,HIF α-subunit inhibitor,1,Datasheet_6653,16,C07
6662,4-Octyl itaconate,Cell biology,Nrf2,Activator,Nrf2 activator; cell permeable,1,Datasheet_6662,16,C10
6675,H 151,Cell biology,STING-Dependent Signaling,Antagonist,STING antagonist,1,Datasheet_6675,16,D03
6677,CMA,Cell biology,STING-Dependent Signaling,Agonist,Murine-selective STING agonist,1,Datasheet_6677,16,D04
6759,AA 147,Cell biology,Other ER stress/UPR,Other,ER proteostasis regulator,1,Datasheet_6759,16,E07
6774,16673-34-0 NLRP3i,Cell biology,Inflammasomes,Inhibitor,NLRP3 inflammasome inhibitor,1,Datasheet_6774,16,F03
6819,Mefloquine hydrochloride,Cell biology,Gap Channels,Blocker,Cx36 and Cx50 gap channel blocker; also antimalarial and antischistosomal,1,Datasheet_6819,16,G02
6884,TC SL C5,Cell biology,"DNA, RNA and Protein Synthesis",Inhibitor,Metastasis-associated lung adenocarcinoma transcript 1 (Malat1) RNA inhibitor,1,Datasheet_6884,16,G09
6960,ABT 199,Cell biology,Bcl-2 Family,Inhibitor,"Selective, high affinity Bcl-2 inhibitor; orally bioavailable",1,Datasheet_6960,16,H07
6980,BAY 87-2243,Cell biology,Oxidative Phosphorylation,Inhibitor,Mitochondrial complex I inhibitor,1,Datasheet_6980,16,H10
7163,Chroman 1,Cell biology,Rho-kinases,Inhibitor,Highly potent and selective ROCK 2 inhibitor; improves cell survival after cryogeneisis,1,Datasheet_7163,7,C04
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
