catalog_id,smiles,product_name,pubchem_id,chemical_name,molecular_formula,cas_numeber,molecular_weight_batch,target_class,primary_target,primary_action,brief_description,batch,rdkit_smiles,chemical_cluster_0.75,medoid_0.75
4416,CC1=CC(C)=NC(C#CC2=CC=CC(F)=C2)=C1N.Cl,ADX 10059 hydrochloride,18454771,"2-[(3-Fluorophenyl)ethynyl]-4,6-dimethyl-3-pyridinamine hydrochloride",C15H13FN2.HCl,[757949-98-7],276.74,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Modulator,Negative allosteric modulator of mGlu5 receptors,1,Cc1cc(C)c(N)c(C#Cc2cccc(F)c2)n1,723,0
4417,C12=CC=CC=C1N=C(NCC4=CC=CC=C4)N=C2NCC3=CC=CC=C3,DBeQ,676352,"N2,N4-Bis(phenylmethyl)-2,4-quinazolinediamine",C22H20N4,[177355-84-9],340.42,Enzymes,p97 ATPase,Inhibitor,Selective and reversible p97 ATPase inhibitor,1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,170,1
4423,ClC(C=C1Cl)=CC=C1C2=NC(NCCNC3=CC=C(C#N)C=N3)=NC=C2C4=NC=C(C)N4,CHIR 99021,9956119,"6-[[2-[[4-(2,4-Dichlorophenyl)-5-(5-methyl-1H-imidazol-2-yl)-2-pyrimidinyl]amino]ethyl]amino]-3-pyridinecarbonitrile",C22H18Cl2N8,[252917-06-9],465.34,Enzymes,Glycogen Synthase Kinase 3,Inhibitor,Highly selective GSK-3 inhibitor,12,Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1,71,0
4430,FC(C=CC=C3)=C3CN2N=C(C4=NC=C(C5CC5)C(N)=N4)C1=CC=CN=C12,BAY 41-2272,9798973,"5-Cyclopropyl-2-[1-[(2-fluorophenyl)methyl]-1H-pyrazolo[3,4-b]pyridin-3-yl]-4-pyrimidinamine",C20H17FN6,[256376-24-6],369.4,Enzymes,Guanylyl Cyclase,Activator,Soluble guanylyl cyclase (sGC) activator,1,Nc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)ncc1C1CC1,728,1
4431,O=C(NC3=NC(C(F)(F)F)=CC=C3)NC2=CC=NC1=CC(OC)=CC=C12,A 1070722,49830684,1-(7-Methoxyquinolin-4-yl)-3-[6-(trifluoromethyl)pyridin-2-yl]urea,C17H13F3N4O2,[1384424-80-9],362.31,Enzymes,Glycogen Synthase Kinase 3,Inhibitor,"Highly potent, selective GSK-3 inhibitor",1,COc1ccc2c(NC(=O)Nc3cccc(C(F)(F)F)n3)ccnc2c1,383,1
4432,CC(C=C3)=CC=C3C1=CSC2=C1C(SCCC(O)=O)=NC=N2,TTP 22,1536915,"3-[[5-(4-Methylphenyl)thieno[2,3-d]pyrimidin-4-yl]thio]propanoic acid",C16H14N2O2S2,[329907-28-0],330.42,Enzymes,Casein Kinase 2,Inhibitor,"High affinity, selective CK2 inhibitor",1,Cc1ccc(-c2csc3ncnc(SCCC(=O)O)c23)cc1,232,1
4434,BrC(C=C3)=CC1=C3N(CC(O)CN(C)C)C2=C1C=C(Br)C=C2,Wiskostatin,2775510,"3,6-Dibromo-?-[(dimethylamino)methyl]-9H-cabazole-9-ethanol",C17H18Br2N2O,[253449-04-6],426.15,Cell biology,Actin,Inhibitor,N-WASP inhibitor; inhibits Arp2/3 activation,1,CN(C)CC(O)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,883,1
4435,CC(C(NC(C)=O)=CC=C4)=C4NC1=NC=NC(N2CCC(OCC3=CC=C(OC(F)(F)F)C=C3)CC2)=N1,TC-N 1752,53361524,"N-[2-Methyl-3-[[4-[4-[[4-(trifluoromethoxy)phenyl]methoxy]-1-piperidinyl]-1,3,5-triazin-2-yl]amino]phenyl]acetamide",C25H27F3N6O3,[1211866-85-1],516.52,Ion Channels,Voltage-gated Sodium Channels,Blocker,NaV channel blocker,1,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C,487,1
4439,O=C(NC2CC2)C1=NOC(C3=CC=CS3)=C1,ISX 9,19582717,N-Cyclopropyl-5-(2-thienyl)-3-isoxazolecarboxamide,C11H10N2O2S,[832115-62-5],234.27,Cell biology,Neural Stem Cells,Other,Neurogenic agent; induces neuronal differentiation of SVZ progenitors and also induces cardiomyogenic differentiation,2,O=C(NC1CC1)c1cc(-c2cccs2)on1,150,1
4440,O[C@H]([C@@H](O)C(O)=O)C(O)=O.CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,Rivastigmine tartrate,6918078,"N-Ethyl-N-methylcarbamic acid 3-[(1S)-1-(dimethylamino)ethyl]phenyl ester (2R,3R)-2,3-dihydroxybutanedioate",C14H22N2O2.C4H6O6,[129101-54-8],400.42,Enzymes,Cholinesterases,Inhibitor,Dual AChE and BChE inhibitor,1,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,226,1
4444,CCCC1=CC(C2=NC(C3=CC=C(C)C=C3)=CS2)=CC=N1.Br,Fatostatin A,2850562,4-[4-(4-Methylphenyl)-2-thiazolyl]-2-propylpyridine hydrobromide,C18H18N2S.HBr,[298197-04-3],375.33,Cell biology,SREBP,Inhibitor,Cell permeable inhibitor of SREBP activation,2,CCCc1cc(-c2nc(-c3ccc(C)cc3)cs2)ccn1,648,1
4445,O=C2NC1=CC=C(NS(C3=CC=CC=C3OC)(=O)=O)C=C1CN2C,PFI 1,71271629,"2-Methoxy-N-(3-methyl-2-oxo-1,2,3,4-tetrahydroquinazolin-6-yl)benzenesulfonamide",C16H17N3O4S,[1403764-72-6],351.89,Cell biology,Bromodomains,Inhibitor,BET bromodomain inhibitor,1,COc1ccccc1S(=O)(=O)Nc1ccc2c(c1)CN(C)C(=O)N2,111,1
4447,CN(CC(O)=O)CC[C@@H](OC2=CC=C(C(F)(F)F)C=C2)C1=CC=CC=C1,Org 24598,5311285,N-Methyl-N-[(3R)-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propyl]-glycine,C19H20F3NO3,[372198-97-5],367.36,Transporters,Glycine Transporters,Inhibitor,Potent and selective inhibitor of the glial glycine transporter GlyT1b; active in vivo,1,CN(CC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1)CC(=O)O,181,1
4453,OCCN1N=C(C3=CC=NC=C3)C(C2=CC=C(/C(CC4)=N/O)C4=C2)=C1,GDC 0879,11717001,"(E)-2,3-Dihydro-5-[1-(2-hydroxyethyl)-3-(4-pyridinyl)-1H-pyrazol-4-yl]-1H-inden-1-one oxime",C19H18N4O2,[905281-76-7],338.87,Enzymes,Raf Kinase,Inhibitor,Potent B-Raf inhibitor,1,OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,557,1
4457,CC(C(C2=CC=C(Cl)C(Cl)=C2)(C)O1)=C(C#N)/C1=C(C#N)\C#N,YE 120,12138435,"2-[3-Cyano-5-(3,4-dichlorophenyl)-4,5-dimethyl-2(5H)-furanylidene]propanedinitrile",C16H9Cl2N3O,[383124-82-1],330.17,7-TM Receptors,GPR35,Agonist,GPR35 agonist,1,CC1=C(C#N)C(=C(C#N)C#N)OC1(C)c1ccc(Cl)c(Cl)c1,628,1
4459,C[C@H](NC2=CC(C(C4=CC=C(OCO5)C5=C4)=NO3)=C3C=N2)C1=CC=CC=C1,TC-S 7005,24971422,"3-(1,3-Benzodioxol-5-yl)-N-[(1S)-1-phenylethyl]-isoxazolo[5,4-c]pyridin-5-amine",C21H17N3O3,[1082739-92-1],359.38,Enzymes,Polo-like Kinase,Inhibitor,Potent and selective PLK2 inhibitor,3,C[C@H](Nc1cc2c(-c3ccc4c(c3)OCO4)noc2cn1)c1ccccc1,747,0
4462,BrC1=CC(C2=NN=NN2)=C(NC(NC3=CC(C(F)(F)F)=CC=C3)=O)C=C1,NS 3623,9954236,N-[4-Bromo-2-(1H-tetrazol-5-yl-phenyl]-N'-[3-(trifluoromethyl)phenyl]-urea,C15H10BrF3N6O,[343630-41-1],427.18,Ion Channels,Voltage-Gated Potassium Channels,Activator,KV11.1 (hERG)  and KV4.3 channel activator; antiarrhythmic,1,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccc(Br)cc1-c1nnn[nH]1,550,0
4463,CCOC(=O)C1CC2=CC=CC=C2CN1C(=O)C1=CC=C(SC)S1,SR 8278,53393127,"1,2,3,4-Tetrahydro-2-[[5-(methylthio)-2-thienyl]carbonyl]-3-isoquinolinecarboxylic acid ethyl ester",C18H19NO3S2,[1254944-66-5],361.48,Nuclear Receptors,Rev-Erb Receptors,Antagonist,Rev-Erb? antagonist,2,CCOC(=O)C1Cc2ccccc2CN1C(=O)c1ccc(SC)s1,149,1
4464,OC2=CC=C(C(O)=O)C1=CC=CN=C12,IOX 1,459617,8-Hydroxy-5-quinolinecarboxylic acid,C10H7NO3,[5852-78-8],189.17,Enzymes,Histone Demethylases,Inhibitor,Histone demethylase inhibitor; cell permeable,1,O=C(O)c1ccc(O)c2ncccc12,731,1
4465,O=C(N[C@H](CO)C3=CC(Cl)=CC=C3)C1=CC(C2=NC(NC4=CC=C(F)C=C4Cl)=NC=C2C)=CN1,TCS ERK 11e,11634725,4-[2-[(2-Chloro-4-fluorophenyl)amino]-5-methyl-4-pyrimidinyl]-N-[(1S)-1-(3-chlorophenyl)-2-hydroxyethyl]-1H-pyrrole-2-carboxamide,C24H20Cl2FN5O2,[896720-20-0],504.85,Enzymes,ERK,Inhibitor,Potent and selective ERK2 inhibitor,2,Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,619,1
4470,O=C(N3CCN(CCC4=CC=C(F)C=C4)CC3)C1=C2C(C(C#N)=CN2)=CC=C1.Cl,EMD 281014 hydrochloride,9887933,7-[[4-[2-(4-Fluorophenyl)ethyl]-1-piperazinyl]carbonyl]-1H-indole-3-carbonitrile hydrochloride,C22H21FN4O.HCl,[443144-27-2],412.89,7-TM Receptors,5-HT2A Receptors,Antagonist,Selective 5-HT2A antagonist,1,N#Cc1c[nH]c2c(C(=O)N3CCN(CCc4ccc(F)cc4)CC3)cccc12,284,0
4472,NC1=NC(SCC(N)=O)=C(C#N)C(C2=CC=C(OCC3CC3)C=C2)=C1C#N,BAY 60-6583,11717831,"2-[[6-Amino-3,5-dicyano-4-[4-(cyclopropylmethoxy)phenyl]-2-pyridinyl]thio]-acetamide",C19H17N5O2S,[910487-58-0],383.94,7-TM Receptors,Adenosine A2B Receptors,Agonist,Potent A2B agonist; cardioprotective,4,N#Cc1c(N)nc(SCC(N)=O)c(C#N)c1-c1ccc(OCC2CC2)cc1,73,1
4473,C[C@@H](C3=CC=CC=C3)NC(NC2=CC=CC1=NC=CC=C12)=NC#N,A 804598,53325874,"N-Cyano-N""-[(1S)-1-phenylethyl]-N'-5-quinolinyl-guanidine",C19H17N5,[1125758-85-1],315.37,Ion Channels,P2X Receptors,Antagonist,Potent and selective P2X7 antagonist,2,C[C@H](NC(=NC#N)Nc1cccc2ncccc12)c1ccccc1,733,0
4478,O=C(CO3)N(CC4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)CC1=C3N=CC=C1C2=C(F)C=CC=C2,GPBAR-A,11656002,"4-[[3,5-Bis(trifluoromethyl)phenyl]methyl]-6-(2-fluorophenyl)-4,5-dihydro-pyrido[3,2-f]-1,4-oxazepin-3(2H)-one",C23H15F7N2O2,[877052-79-4],484.37,7-TM Receptors,GPBA Receptors,Agonist,GPBA receptor (TGR5) agonist,1,O=C1COc2nccc(-c3ccccc3F)c2CN1Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,694,1
4479,CC(C1=CC=C(O)C(C=O)=C1O2)=CC2=O,4mu8C,12934390,7-Hydroxy-4-methyl-2-oxo-2H-1-benzopyran-8-carboxaldehyde,C11H8O4,[14003-96-4],206.43,Enzymes,IRE1,Inhibitor,Inhibits IRE1? endoribonuclease activity,1,Cc1cc(=O)oc2c(C=O)c(O)ccc12,807,1
4481,O=C(NC(C)C3=NC=CS3)NC(C(OC)=C2)=CC=C2OC1=C4C(C=C(OC)C(OC)=C4)=NC=C1,Ki 20227,9869779,"N-[4-[(6,7-Dimethoxy-4-quinolinyl)oxy]-2-methoxyphenyl]-N'-[1-(2-thiazolyl)ethyl]urea",C24H24N4O5S,[623142-96-1],480.54,Enzyme-Linked Receptors,Other RTKs,Inhibitor,c-Fms inhibitor; suppresses osteolysis and osteoclast accumulation,5,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)NC(C)c1nccs1,384,0
4484,O=C(NC2=CN=CC=C2)C1=CC=C(CNS(C3=CC=C(C(C)(C)C)C=C3)(=O)=O)C=C1,STF 31,984333,"4-[[[[4-(1,1-Dimethylethyl)phenyl]sulfonyl]amino]methyl]-N-3-pyridinylbenzamide",C23H25N3O3S,[724741-75-7],423.53,Enzymes,NAMPT,Inhibitor,NAMPT inhibitor; also GLUT1 inhibitor,2,CC(C)(C)c1ccc(S(=O)(=O)NCc2ccc(C(=O)Nc3cccnc3)cc2)cc1,477,1
4485,CC(C1=CC([N+]([O-])=O)=C(SC2=CC=C(F)C=C2F)S1)=O,P 22077,46931953,"1-[5-[(2,4-Difluorophenyl)thio]-4-nitro-2-thienyl]-ethanone",C12H7F2NO3S2,[1247819-59-5],315.32,Enzymes,Deubiquitinating Enzymes,Inhibitor,USP7 inhibitor,1,CC(=O)c1cc([N+](=O)[O-])c(Sc2ccc(F)cc2F)s1,523,1
4487,CCOC(C=C3)=CC=C3N2C(C1=CC=CN=C1N=C2C(N(CC4=CC=CN=C4)C(CC5=CC=C(OC(F)(F)F)C=C5)=O)C)=O,(+/-)-AMG 487,10282265,"N-1-[(3-4(-Ethoxyphenyl)-3,4-dihydro-4-oxopyrido[2,3-d]pyrimidin-2-yl]ethyl]-N-(3-pyridinylmethyl)-4-(trifluoromethoxy)benzeneacetamide",C32H28F3N5O4,[947536-03-0],608.09,7-TM Receptors,Chemokine CXC Receptors,Antagonist,CXCR3 antagonist; inhibits cell migration and metastasis,2,CCOc1ccc(-n2c(C(C)N(Cc3cccnc3)C(=O)Cc3ccc(OC(F)(F)F)cc3)nc3ncccc3c2=O)cc1,700,1
4489,CN1C2=C(C=CC=C2)C3=C(C=CC=C3)[C@H](NC([C@@H](NC(CC4=CC(F)=CC(F)=C4)=O)C)=O)C1=O,DBZ,11454028,"N-[(1S)-2-[[(7S)-6,7-Dihydro-5-methyl-6-oxo-5H-dibenz[b,d]azepin-7-yl]amino]-1-methyl-2-oxoethyl]-3,5-difluorobenzeneacetamide",C26H23F2N3O3,[209984-56-5],463.48,Enzymes,Gamma-Secretase,Inhibitor,?-secretase inhibitor; inhibits Notch pathway,3,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21,183,0
4491,O=C2C(C4=NN(C(CCC(O)=O)=O)C(C5=CC=C(Br)C=C5)C4)=C(C3=CC=CC=C3)C1=CC(C)=CC=C1N2,DQP 1105,2723792,"5-(4-Bromophenyl)-3-(1,2-dihydro-6-methyl-2-oxo-4-phenyl-3-quinolinyl)-4,5-dihydro-?-oxo-1H-pyrazole-1-butanoic acid",C29H24BrN3O4,[380560-89-4],571.93,Ion Channels,NMDA Receptors,Antagonist,GluN2C/GluN2D-selective NMDA antagonist,1,Cc1ccc2[nH]c(=O)c(C3=NN(C(=O)CCC(=O)O)C(c4ccc(Br)cc4)C3)c(-c3ccccc3)c2c1,252,1
4494,OC(C=C2)=CC=C2C[C@@H](C#N)C1=CC=C(O)C=C1,(R)-DPN,6604873,"(R)-2,3-bis(4-Hydroxyphenyl)-propionitrile",C15H13NO2,[524047-78-7],239.27,Nuclear Receptors,Estrogen and Related Receptors,Agonist,Enantiomer of DPN (Cat. No. 1494),1,N#C[C@H](Cc1ccc(O)cc1)c1ccc(O)cc1,891,1
4499,O=C(OC(C)(C)C)C[C@@H]1N=C(C4=CC=C(Cl)C=C4)C3=C(SC(C)=C3C)N2C1=NN=C2C,(+)-JQ1,46907787,"(6S)-4-(4-Chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepine-6-acetic acid 1,1-dimethylethyl ester",C23H25ClN4O2S,[1268524-70-4],456.99,Cell biology,Bromodomains,Inhibitor,Potent and selective BET bromodomain inhibitor; cell permeable,11,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,578,1
4507,CC(C)(C)CCN1C[C@@]2([H])[C@@]([C@@H]2CNC(C3=CC(Cl)=CC(Cl)=C3)=O)([H])C1.Cl,ML 218 hydrochloride,2723792,"3,5-Dichloro-N-[[(1?,5?,6-exo,6?)-3-(3,3-dimethylbutyl)-3-azabicyclo[3.1.0]hex-6-yl]methyl]-benzamide hydrochloride",C19H26Cl2N2O.HCl,[2319922-08-0],405.79,Ion Channels,Cav3.x Channels,Blocker,CaV3.x blocker,1,CC(C)(C)CCN1C[C@H]2[C@H](CNC(=O)c3cc(Cl)cc(Cl)c3)[C@H]2C1,340,1
4510,O=C(NCC4=CC=C(F)C=C4)N1CC2N(C(OC(C5=CC=CC=C5)2C3=CC=CC=C3)=O)CC1,SHA 68,11374217,"N-[(4-Fluorophenyl)methyl]tetrahydro-3-oxo-1,1-diphenyl-3H-oxazolo[3,4-a]pyrazine-7(1H)-carboxamide",C26H24FN3O3,[847553-89-3],449.99,7-TM Receptors,Neuropeptide S Receptors,Antagonist,Selective Neuropeptide S receptor antagonist,1,O=C(NCc1ccc(F)cc1)N1CCN2C(=O)OC(c3ccccc3)(c3ccccc3)C2C1,285,1
4513,O=C(NC2=CC=C(C3=CC=CC=C3)C=C2)C1=CC=CC=C1C(O)=O,Kartogenin,2826191,"2-[((1,1'-Biphenyl)-4-ylamino)carbonyl]benzoic acid",C20H15NO3,[4727-31-5],321.84,Cell biology,Mesenchymal Stem Cells,Other,Potently induces chondrogenesis in MSCs,1,O=C(O)c1ccccc1C(=O)Nc1ccc(-c2ccccc2)cc1,249,1
4514,O=C(NCC2(C3=CC=C(OC)C=C3)CCOCC2)C1=CC=C(NC(C4=CC=CO4)=O)C=C1,JW 55,2946601,N-[4-[[[[Tetrahydro-4-(4-methoxyphenyl)-2H-pyran-4-yl]methyl]amino]carbonyl]phenyl]-2-furancarboxamide,C25H26N2O5,[664993-53-7],438.98,Enzymes,Tankyrase,Inhibitor,Tankyrase inhibitor,1,COc1ccc(C2(CNC(=O)c3ccc(NC(=O)c4ccco4)cc3)CCOCC2)cc1,467,1
4517,BrC1=CC=C(OCC(N23)=NOC3=O)C2=C1,NS 2028,4551,"8-Bromo-1H,4H-[1,2,4]oxadiazolo[3,4-c][1,4]benzoxazin-1-one",C9H5BrN2O3,[204326-43-2],269.05,Enzymes,Guanylyl Cyclase,Inhibitor,Potent soluble guanylyl cyclase (sGC) inhibitor,2,O=c1onc2n1-c1cc(Br)ccc1OC2,881,1
4518,O=C(NC3=CC(OCC)=CC=C3)C1=CC(C(F)(F)F)=C(N2CCCC2)C=C1,EPPTB,25175634,N-(3-Ethoxyphenyl)-4-(1-pyrrolidinyl)-3-(trifluoromethyl)benzamide,C20H21F3N2O2,[1110781-88-8],378.39,7-TM Receptors,Trace Amine 1 Receptor,Antagonist,Trace amine 1 (TA1)  receptor antagonist/inverse agonist,1,CCOc1cccc(NC(=O)c2ccc(N3CCCC3)c(C(F)(F)F)c2)c1,483,0
4519,O=C(NC3=C(C)C=C(C)C=C3C)C1CC2CCC1C2,ML 213,3111211,"N-(2,4,6-Trimethylphenyl)-bicyclo[2.2.1]heptane-2-carboxamide",C17H23NO,[489402-47-3],257.37,Ion Channels,Voltage-Gated Potassium Channels,Activator,KV7.2 and KV7.4 channel opener,1,Cc1cc(C)c(NC(=O)C2CC3CCC2C3)c(C)c1,82,1
4525,O=C(NC3=C(Cl)C=NC=C3Cl)C1=CC(OC2CCCC2)=C(OC)C=C1,Piclamilast,154575,"3-(Cyclopentyloxy)-N-(3,5-dichloro-4-pyridinyl)-4-methoxybenzamide",C18H18Cl2N2O3,[144035-83-6],381.25,Enzymes,Phosphodiesterases,Inhibitor,Potent and selective PDE4 inhibitor,1,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1,369,1
4536,NC1=C3C(N(CC(C)(O)C)C(COCC)=N3)=C2C(C=CC=C2)=N1,Resiquimod,159603,"1-[4-Amino-2-(ethoxymethyl)-1H-imidazo[4,5-c]quinolin-1-yl]-2-methylpropan-2-ol",C17H22N4O2,[144875-48-9],314.38,Enzyme-Linked Receptors,Toll-like Receptors,Agonist,Toll-like receptor 7 (TLR7) agonist,3,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,154,1
4540,FC1=CC=C(NC(NC2=CC=C(S(=O)(N)=O)C=C2)=O)C=C1,U 104,310360,4-[[[(4-Fluorophenyl)amino]carbonyl]amino]-benzesulfonamide,C13H12FN3O3S,[178606-66-1],309.32,Enzymes,Carbonic anhydrases,Inhibitor,Potent carbonic anhydrase (CA) IX and XII inhibitor,1,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)cc2)cc1,510,1
4541,O[C@H]([C@H](O)[C@@H](CN(C(C)C)CCCNC(NC4=CC=C(C(C)(C)C)C=C4)=O)O3)[C@@H]3N1C2=C(C(N)=NC=N2)C(Br)=C1,SGC 0946,56962337,"1-[3-[[[(2R,3S,4R,5R)-5-(4-Amino-5-bromo-7H-pyrrolo[2,3-d]pyrimidin-7-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl](isopropyl)amino]propyl]-3-[4-(2,2-dimethylethyl)phenyl]urea",C28H40BrN7O4,[1561178-17-3],632.08,Enzymes,Other Lysine Methyltransferases,Inhibitor,Highly potent and selective DOT1L inhibitor; cell permeable,2,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cc(Br)c3c(N)ncnc32)[C@H](O)[C@@H]1O,840,1
4544,NC1=CC=CC(CNC(C2=CN=C(OC3=CC=C(OCC4=CC=CC(F)=C4)C=C3)C=C2)=O)=C1.Cl.Cl,YM 244769,90488952,N-[(3-Aminophenyl)methyl]-6-[4-[(3-fluorophenyl)methoxy]phenoxy]-3-pyridinecarboxamide dihydrochloride,C26H22FN3O3.2HCl,[1780390-65-9],516.39,Transporters,Na+/Ca2+ Exchanger,Inhibitor,Na+/Ca2+ exchange inhibitor (reverse mode); neuroprotective,1,Nc1cccc(CNC(=O)c2ccc(Oc3ccc(OCc4cccc(F)c4)cc3)nc2)c1,442,1
4551,C1(OC4=CC=CC5=C4C=CC=C5)=NC(NC3=CC=C(N6CCOCC6)C=C3)=C2C(N(C7CCCCC7)C=N2)=N1,Purmorphamine,5284329,9-Cyclohexyl-N-[4-(4-morpholinyl)phenyl]-2-(1-naphthalenyloxy)-9H-purin-6-amine,C31H32N6O2,[483367-10-8],525.12,7-TM Receptors,Smoothened Receptors,Agonist,Smo receptor agonist,4,c1ccc2c(Oc3nc(Nc4ccc(N5CCOCC5)cc4)c4ncn(C5CCCCC5)c4n3)cccc2c1,312,1
4552,O=C(CN2CCC(C3=CC=CC=N3)CC2)NC1=CC=CC(C)=C1.Cl.Cl,A 412997 dihydrochloride,90488953,N-(3-Methylphenyl)-4-(2-pyridinyl)-1-piperidineacetamide,C19H23N3O.2HCl,[1347744-96-0],400.35,7-TM Receptors,D4 Receptors,Agonist,Selective D4 agonist,1,Cc1cccc(NC(=O)CN2CCC(c3ccccn3)CC2)c1,251,0
4554,CC1=CC(OCC(O)=O)=CC(C)=C1CC2=CC(C(C)C)=C(O)C=C2,GC 1,9862248,"2-[4-[[4-Hydroxy-3-(1-methylethyl)phenyl]methyl]-3,5-dimethylphenoxy]acetic acid",C20H24O4,[211110-63-3],328.4,Nuclear Receptors,Other Nuclear Receptors,Agonist,High affinity thyroid receptor ? (TR?) and TR? agonist; thyromimetic,6,Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1,427,1
4556,C[C@H]1[C@@H](N(C2=NC=NC3=C2C=CN3)C)CN(C(CC#N)=O)CC1.OC(CC(O)=O)(C(O)=O)CC(O)=O,CP 690550 citrate,10174505,"(3R,4R)-4-Methyl-3-(methyl-7H-pyrrolo[2,3-d]pyrimidin-4-ylamino)-?-oxo-1-piperidinepropanenitrile citrate",C16H20N6O.C6H8O7,[540737-29-9],504.49,Enzymes,JAK Kinase,Inhibitor,Potent JAK inhibitor,1,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,658,1
4559,O=C2NC1=CC(NC4=C(C)C=CC(NC(NC5=C(F)C=CC(C(F)(F)F)=C5)=O)=C4)=CC=C1/C2=C/C3=CC=CN3,GNF 5837,59397065,"N-[3-[[2,3-Dihydro-2-oxo-3-(1H-pyrrol-2-ylmethylene)-1H-indol-6-yl]amino]-4-methylphenyl]-N'-[2-fluoro-5-(trifluoromethyl)phenyl]urea",C28H21F4N5O2,[1033769-28-6],535.49,Enzyme-Linked Receptors,Trk Receptors,Inhibitor,"Potent Trk inhibitor; inhibits TrkA, TrkB and TrkC",2,Cc1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1Nc1ccc2c(c1)NC(=O)/C2=C\c1ccc[nH]1,486,1
4565,C1(C2=NC(NCC4=CC=C(C5=CC=CC=C5)C=C4)=C(C3=CC=CC=C3)N=N2)=NC=CC=C1,ML 228,46742353,"N-([1,1'Biphenyl]-4-ylmethyl)-6-phenyl-3-(2-pyridinyl)-1,2,4-triazin-5-amine",C27H21N5,[1357171-62-0],415.49,Cell biology,Hypoxia Inducible Factors,Activator,HIF pathway activator,1,c1ccc(-c2ccc(CNc3nc(-c4ccccn4)nnc3-c3ccccc3)cc2)cc1,739,1
4588,OCCN(CCO)C2=NC1=C(N3CCCCCCC3)N=C(N(CCO)CCO)N=C1C(N4CCCCCCC4)=N2,8MDP,16756415,"2,2',2'',2'''-[[4,8-Bis(hexahydro-1(2H)-azocinyl)pyrimido[5,4-d]pyrimidine-2,6-diyl]dinitrilo]tetrakisethanol",C28H48N8O4,[29491-75-6],565.23,Transporters,Nucleoside Transporters,Inhibitor,Potent equilibrative nucleoside transporter (ENT) inhibitor,1,OCCN(CCO)c1nc(N2CCCCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCCCC3)c2n1,40,0
4593,O=C(CCNC1=NC(C2=CC=CC=N2)=NC(N3CCC(C=CC=C4)=C4CC3)=C1)O,GSK J1,56963315,"N-[2-(2-Pyridinyl)-6-(1,2,4,5-tetrahydro-3H-3-benzazepin-3-yl)-4-pyrimidinyl]-?-alanine",C22H23N5O2,[1373422-53-7],443.5,Enzymes,Histone Demethylases,Inhibitor,Potent JMJD3/UTX inhibitor,1,O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1,738,1
4594,O=C(CCNC1=NC(C2=CC=CC=N2)=NC(N3CCC(C=CC=C4)=C4CC3)=C1)OCC,GSK J4,71729975,"N-[2-(2-Pyridinyl)-6-(1,2,4,5-tetrahydro-3H-3-benzazepin-3-yl)-4-pyrimidinyl]-?-alanine ethyl ester",C24H27N5O2,[1373423-53-0],417.5,Enzymes,Histone Demethylases,Inhibitor,Histone KDM inhibitor; cell permeable,2,CCOC(=O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1,738,0
